index,state,ticket_channel_id,ticket_banner_id,owner_id,ticket_number
249,closed,1399253975861166150,1399253976951820368,750850557131882587,250
250,closed,1400517068046074055,1400517069564280852,1196212016994594978,251
251,closed,1400885619915358351,1400885621362266183,932340670100828220,252
252,closed,1401731879010304051,1401731880298086512,1382101995590123532,253
253,closed,1401732891808890964,1401732893654515814,407208613283758082,254
254,closed,1401763364270641244,1401763364845256858,520723001919143938,255
255,closed,1401779282392383660,1401779283587891303,400058842618265612,256
256,closed,1402069309290709102,1402069310347935836,1346653967567945748,257
257,closed,1402146103494967446,1402146104472240170,473128559461007363,258
258,closed,1402448584858927234,1402448587199348796,1249070266018041902,259
259,closed,1402455929374375957,1402455931232452668,1249070266018041902,260
260,closed,1402456650094481438,1402456651197583441,1249070266018041902,261
261,closed,1402495319010316328,1402495320058892322,665812675862986773,262
262,closed,1403095347479183400,1403095348725157980,715742569312550933,263
263,closed,1403363339085680771,1403363340746494032,398676569851297796,264
264,closed,1403389864421888051,1403389867681124353,1116900659535544360,265
265,closed,1403505055092445385,1403505056443007027,1275837834313465988,266
266,closed,1403506387484545084,1403506388868792320,1244451581148004377,267
267,closed,1403522413563482143,1403522417065852988,474382397366861856,268
268,closed,1403877572516778074,1403877573569675334,1403873604533223444,269
269,closed,1403880325335220226,1403880327662927952,1403873604533223444,270
270,closed,1403886843854065807,1403886844931735587,792803372196691991,271
271,closed,1404084631069917295,1404084632256905228,715995560720728114,272
272,closed,1404164093270691980,1404164094139039904,298645013720465410,273
273,closed,1404321650295705745,1404321651876691989,1301821825050738719,274
274,closed,1404461526848376842,1404461527959867435,781923774060167171,275
275,closed,1405610451592810638,1405610452775469211,407208613283758082,276
276,closed,1405693080287449129,1405693080975179807,1335346363617251429,277
277,closed,1405697928294563962,1405697929616035912,407208613283758082,278
278,closed,1406147200869732392,1406147201985548338,1026674116260008047,279
279,closed,1406930903917400077,1406930906081394699,1368929721684852776,280
280,closed,1408235331177808013,1408235332490625024,518878253457604629,281
281,closed,1408888991369003068,1408888992669368524,1325187062013493378,282
282,closed,1409191246236356760,1409191247666479266,1253486258630561812,283
283,closed,1409817836657836093,1409817837849280562,1384726393585143858,284
284,closed,1410279616408715369,1410279618094829640,1091566091156861019,285
285,closed,1411161574260998234,1411161575313899652,742887788931711088,286
286,closed,1411361350692769903,1411361351984746601,658113072283516939,287
287,closed,1412232749682659328,1412232750949335173,1250295498997366868,288
288,closed,1412575865023496295,1412575866185322646,1389861213717921873,289
289,closed,1413472803281440868,1413472804086616146,639949385689726976,290
290,closed,1415830789555490837,1415830790570508288,686302651729838119,291
291,closed,1417286997864743044,1417286998846214264,783484733186113547,292
292,closed,1418069740286509106,1418069741716901899,826577182162681877,293
293,closed,1418384193062436946,1418384194257686620,869354329973346354,294
294,closed,1418531078251090033,1418531079702319194,273963811952656384,295
295,closed,1418826342446923798,1418826344095285298,1213244558880542740,296
296,closed,1418829247648239719,1418829248885424148,1213244558880542740,297
297,closed,1419013569470791771,1419013570510848163,1213244558880542740,298
298,closed,1419155874966012036,1419155876832477278,923356972403806310,299
299,closed,1421354223995588689,1421354225245487184,460645563432697866,300
300,closed,1421917765798727793,1421917767950536814,350326642264244224,301
301,closed,1421920436509347870,1421920437423575224,1393252108207132743,302
302,closed,1424037099425763329,1424037101376376842,762896338652102667,303
303,closed,1424291690201743370,1424291694412824596,1393252108207132743,304
304,closed,1428034823636783146,1428034825180414053,1091566091156861019,305
305,closed,1428973599611551744,1428973600639156286,558303180958466048,306
306,closed,1430449134103560242,1430449135122780170,594700585370910731,307
307,closed,1430449655975641181,1430449657162760254,594700585370910731,308
308,closed,1432587791602028585,1432587792747331605,755420428708610136,309
309,closed,1434401968213852241,1434401969212096602,630725954016247808,310
310,closed,1434670736282484857,1434670737561747498,1091566091156861019,311
311,closed,1434671409438785726,1434671411175096522,1131739806146236456,312
312,closed,1434881299000070360,1434881300891832434,854786531742318633,313
313,closed,1449226504935440466,1449226506025963610,1131739806146236456,314
314,closed,1449239662844706846,1449239664308387840,796520430000144445,315
315,closed,1449245679951151277,1449245681297395792,814324356015587348,316
316,closed,1449758159072919714,1449758160012316714,1353462493724282972,317
317,closed,1449813780237254767,1449813782112108919,1202379966227173429,318
318,closed,1450287188154777740,1450287189547155681,842190727814316053,319
319,closed,1450332104490487990,1450332105925198076,716118629430722712,320
320,closed,1450335383718985889,1450335385669599235,751945785666699356,321
321,closed,1450879777761398944,1450879783901593757,1091566091156861019,322
322,closed,1451715146656518236,1451715148149424149,415592816857841664,323
323,active,1453045867526492252,1453045869476843662,436700082205622272,324
324,closed,1453862585962201182,1453862586834751540,1189705095005348030,325
325,closed,1453960640552239115,1453960641747615876,1091566091156861019,326
326,closed,1454251161698828349,1454251163103924380,407208613283758082,327
327,closed,1454642093204046014,1454642094734839848,923459908333088769,328
328,closed,1454893455485436088,1454893456991457293,365226809815597058,329
329,closed,1455339782971592857,1455339783852265544,811618366863310848,330
330,closed,1455419643954073664,1455419645174747300,1390713571607838746,331
331,closed,1455725213324152896,1455725214636970298,613809749561049095,332
332,closed,1455751765428408320,1455751767554916458,1293613246615523418,333
333,closed,1455991277274402828,1455991278486425784,952499421487185950,334
334,closed,1457012138143912099,1457012139884679313,460202035304988683,335
335,closed,1457162859955093575,1457162861305663498,534614025271771158,336
336,closed,1459059139467673781,1459059141162303654,1457247462250119228,337
337,closed,1462888622372950027,1462888623929294869,407208613283758082,338
338,closed,1463266877483647016,1463266878930813121,1456772673710330019,339
339,closed,1463633844119797940,1463633845327761680,652528444227321885,340
340,closed,1464066694430588971,1464066695797932155,1291977783244886061,341
341,closed,1464833435972669516,1464833438308634767,1436212825818398730,342
342,closed,1464835559557038238,1464835561150877891,407208613283758082,343
343,closed,1466078516704444530,1466078519405580503,1464455803992932468,344
344,active,1467591116848234771,1467591118232228025,882355185849098250,345
345,active,1468946381803753566,1468946384345628754,705128589573488751,346
346,closed,1469677667224911923,1469677668634198129,1281166528112361493,347
347,active,1470459292728561964,1470459294263677003,801920578050719746,348
348,closed,1473010979200569385,1473010980618375281,697213620530184282,349
349,active,1473021612294013073,1473021614148026489,697213620530184282,350
350,active,1474235160126820512,1474235161129254912,663033827567992832,351
351,active,1476962604772757615,1476962606169325569,1233951822650150992,352
352,active,1477393627507462198,1477393628912554074,540356640180797441,353
353,active,1477607405310185552,1477607406182731847,1357773169846648862,354
354,active,1477734803703988387,1477734805536899205,619008448503349248,355
